bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,Manhattan,Brooklyn,Queens,Entire_home,Private_room,Shared_room,price
1.0,1,1,0,89,1,35,15,97,1,0,0,0,1,0,169
1.0,1,1,500,25,1,0,3,73,0,0,1,1,0,0,80
1.0,1,1,0,25,2,0,161,91,0,1,0,0,1,0,95
1.0,1,1,0,25,2,0,146,94,0,1,0,0,1,0,90
1.0,1,1,150,50,1,0,154,95,1,0,0,0,1,0,84
1.0,1,1,0,100,1,0,33,94,0,1,0,1,0,0,98
1.0,1,2,200,50,1,0,7,100,0,1,0,1,0,0,134
1.0,1,1,0,80,1,20,3,93,0,1,0,0,1,0,60
1.5,1,1,500,0,1,35,15,99,1,0,0,0,1,0,100
2.0,2,3,850,120,4,95,52,98,0,0,1,1,0,0,395
2.0,2,2,700,125,4,20,87,85,1,0,0,1,0,0,445
1.0,1,2,0,100,2,0,22,99,1,0,0,1,0,0,145
1.0,1,1,380,0,1,0,7,100,1,0,0,1,0,0,340
1.0,1,1,0,50,1,15,53,94,1,0,0,1,0,0,145
1.0,1,1,0,75,1,10,19,96,1,0,0,0,1,0,70
1.0,1,1,0,16,1,0,45,89,0,1,0,0,1,0,38
1.0,1,1,0,18,1,0,99,83,0,1,0,0,1,0,49
1.0,1,2,0,20,1,5,93,87,0,1,0,0,1,0,47
1.0,1,1,0,100,3,15,19,96,0,1,0,1,0,0,127
1.0,1,2,250,150,1,0,16,90,1,0,0,1,0,0,129
1.0,0,2,150,99,1,0,126,90,1,0,0,1,0,0,124
1.0,1,1,300,50,1,0,40,97,0,0,0,0,1,0,70
1.0,1,1,500,200,1,0,159,88,1,0,0,1,0,0,150
1.0,2,2,250,75,4,25,175,92,0,1,0,1,0,0,176
1.0,1,1,0,50,1,15,88,97,1,0,0,0,1,0,68
1.0,1,1,0,15,1,30,12,95,0,1,0,0,1,0,65
1.0,1,1,0,100,1,25,42,96,0,1,0,1,0,0,85
1.0,1,1,500,75,2,50,111,96,1,0,0,0,1,0,90
1.0,0,1,1500,150,2,0,2,100,1,0,0,1,0,0,270
1.0,1,2,200,60,1,8,3,93,0,1,0,0,1,0,36
1.0,1,1,100,40,2,25,55,92,1,0,0,0,1,0,85
1.0,2,2,0,125,1,0,7,94,0,1,0,1,0,0,100
1.0,1,1,200,0,4,0,16,96,0,1,0,1,0,0,175
1.0,2,2,100,25,2,15,20,95,0,1,0,1,0,0,112
1.5,1,1,0,45,1,15,13,100,0,1,0,0,1,0,70
1.0,1,1,0,15,1,0,60,83,0,1,0,0,1,0,31
1.5,3,3,500,90,4,50,12,84,1,0,0,1,0,0,290
2.0,2,2,250,100,2,25,25,98,0,1,0,1,0,0,235
1.0,2,3,250,100,4,50,23,90,0,1,0,1,0,0,150
1.0,1,2,500,80,4,40,33,98,0,0,1,1,0,0,95
2.0,1,2,150,15,1,10,52,95,0,1,0,0,1,0,67
1.0,1,1,0,40,1,0,23,98,0,1,0,0,1,0,79
1.0,1,3,100,45,1,20,161,87,0,1,0,0,1,0,55
1.0,1,1,1000,80,2,100,38,91,1,0,0,1,0,0,200
1.0,1,1,500,15,2,15,65,80,0,0,1,1,0,0,80
1.0,1,1,200,35,1,15,108,98,1,0,0,0,1,0,100
1.0,3,3,200,75,1,50,20,94,0,1,0,1,0,0,125
1.0,2,2,100,75,4,20,62,90,0,1,0,1,0,0,90
1.0,1,1,0,0,1,25,7,83,0,1,0,0,1,0,45
1.0,1,1,0,0,1,0,13,86,0,0,1,0,1,0,55
1.0,1,1,100,40,1,15,6,93,0,1,0,0,1,0,69
1.0,1,1,0,70,2,10,118,93,0,1,0,1,0,0,100
1.0,1,1,0,0,1,39,186,87,1,0,0,0,1,0,84
1.0,0,1,0,75,1,0,17,98,0,1,0,1,0,0,53
1.0,1,1,600,50,4,0,25,95,1,0,0,0,1,0,425
1.0,1,1,100,40,1,0,50,96,1,0,0,0,1,0,140
1.0,0,1,150,50,2,0,138,97,1,0,0,1,0,0,120
2.0,2,3,350,100,4,25,101,92,0,1,0,1,0,0,225
1.0,2,2,125,35,2,75,25,99,1,0,0,0,1,0,85
1.0,1,1,750,100,2,20,9,91,1,0,0,1,0,0,99
1.0,1,1,0,60,1,0,82,94,1,0,0,0,1,0,99
1.0,1,1,0,50,1,0,103,97,1,0,0,0,1,0,85
1.0,2,3,250,100,4,50,24,96,0,1,0,1,0,0,155
1.0,1,1,400,130,1,25,20,96,0,0,0,0,1,0,71
1.0,1,1,800,0,1,0,3,100,0,1,0,1,0,0,90
1.0,1,1,0,50,1,0,38,96,0,0,1,0,1,0,50
1.0,0,1,250,40,2,25,98,97,0,1,0,1,0,0,130
1.0,2,3,750,75,2,25,178,99,0,1,0,1,0,0,145
2.0,1,1,500,150,2,70,6,100,1,0,0,1,0,0,265
1.0,1,2,500,75,2,25,91,99,1,0,0,0,1,0,175
1.0,1,1,100,50,1,0,119,85,0,0,1,0,1,0,55
1.0,1,1,500,150,1,0,38,98,1,0,0,1,0,0,200
1.0,0,1,500,125,2,45,34,96,0,1,0,1,0,0,135
1.0,1,1,0,0,1,10,66,91,1,0,0,0,1,0,59
1.0,1,1,250,60,1,10,7,90,0,1,0,0,1,0,68
1.0,1,1,250,60,1,10,30,92,0,1,0,0,1,0,90
1.0,1,2,300,120,2,14,39,96,1,0,0,0,1,0,150
1.0,1,0,400,110,1,0,8,95,0,1,0,1,0,0,142
1.0,1,1,200,20,1,25,32,94,1,0,0,0,1,0,68
1.0,2,2,500,80,2,55,57,96,0,1,0,1,0,0,150
1.0,1,1,300,55,1,35,1,100,1,0,0,0,1,0,100
1.0,1,1,250,100,2,0,101,92,1,0,0,1,0,0,110
1.0,1,1,500,200,2,15,1,100,0,1,0,1,0,0,160
1.0,0,2,250,60,1,0,57,95,1,0,0,1,0,0,218
1.0,2,2,499,159,3,39,25,92,1,0,0,1,0,0,430
1.0,1,1,0,35,1,50,125,99,0,1,0,0,1,0,79
1.0,0,2,0,0,1,0,2,100,0,1,0,1,0,0,115
1.0,1,1,0,100,1,0,19,99,1,0,0,1,0,0,300
1.5,2,2,300,50,3,25,25,91,0,1,0,1,0,0,150
1.0,3,1,95,100,1,25,18,95,1,0,0,0,1,0,39
1.0,1,2,0,60,4,30,12,97,1,0,0,1,0,0,400
1.0,1,1,300,60,1,15,39,97,1,0,0,0,1,0,260
1.0,1,1,0,30,1,10,71,93,0,1,0,0,1,0,55
1.0,1,2,400,65,1,0,39,89,1,0,0,1,0,0,150
1.0,1,2,200,80,2,20,164,97,1,0,0,1,0,0,299
1.0,1,1,150,30,1,0,122,92,1,0,0,0,1,0,45
1.0,1,1,0,10,1,0,140,95,0,0,0,0,1,0,44
2.0,3,4,200,150,6,20,71,91,1,0,0,1,0,0,650
1.0,1,1,250,20,1,20,105,94,1,0,0,0,1,0,111
1.0,0,1,750,120,2,20,8,98,1,0,0,1,0,0,99
1.0,2,2,300,100,4,20,62,98,0,0,1,1,0,0,130
1.0,0,1,750,120,2,20,20,96,1,0,0,1,0,0,109
1.0,2,2,750,100,1,0,5,96,0,1,0,1,0,0,155
1.0,1,1,0,35,1,60,57,95,0,0,1,0,1,0,60
1.0,1,2,500,75,1,0,83,95,0,0,1,1,0,0,69
1.5,3,4,200,100,1,0,13,93,0,1,0,1,0,0,300
1.0,1,1,300,50,1,0,5,92,0,1,0,0,1,0,100
1.0,1,1,0,20,2,100,73,99,0,1,0,0,1,0,199
1.0,1,1,150,50,1,10,4,90,1,0,0,0,1,0,75
1.0,1,1,500,20,1,35,62,97,0,1,0,0,1,0,100
1.0,2,4,250,100,4,20,124,97,0,1,0,1,0,0,295
1.0,1,1,500,0,1,0,6,76,1,0,0,1,0,0,150
1.0,2,2,100,50,4,10,185,93,0,1,0,1,0,0,100
1.0,2,2,500,160,3,25,44,93,1,0,0,1,0,0,385
1.0,0,2,300,80,1,0,5,95,1,0,0,1,0,0,180
1.0,0,1,200,70,2,0,3,87,1,0,0,1,0,0,130
1.0,3,4,250,100,5,0,143,94,0,1,0,1,0,0,120
2.0,2,1,0,21,1,0,96,98,0,1,0,0,1,0,105
1.0,1,3,300,75,2,20,87,86,0,1,0,1,0,0,159
1.0,2,2,500,50,6,20,45,82,0,1,0,1,0,0,160
1.0,2,2,200,95,3,20,34,86,0,1,0,1,0,0,151
1.0,1,2,100,40,1,20,105,85,0,1,0,0,1,0,45
1.0,1,1,250,40,1,0,59,97,0,1,0,0,1,0,65
1.0,1,1,150,20,1,13,66,97,0,1,0,0,1,0,63
1.0,2,2,150,50,2,50,61,98,1,0,0,1,0,0,130
1.0,1,1,500,110,1,0,70,93,0,1,0,1,0,0,185
1.0,1,1,200,100,2,20,188,95,0,1,0,0,1,0,186
1.0,1,1,100,10,1,10,89,95,0,0,1,0,1,0,53
1.0,0,1,550,45,1,18,62,90,0,1,0,1,0,0,86
1.0,1,2,100,10,1,10,141,90,0,0,1,0,1,0,40
1.0,1,2,200,115,2,50,142,95,1,0,0,1,0,0,250
2.5,2,3,255,75,6,25,64,99,0,0,1,1,0,0,255
1.0,1,1,300,55,1,0,8,98,1,0,0,1,0,0,200
1.0,1,1,0,25,1,0,8,98,0,1,0,0,1,0,179
1.0,1,1,0,39,1,35,111,92,0,1,0,0,1,0,74
1.0,1,2,500,99,1,50,154,93,1,0,0,0,1,0,68
1.0,1,1,200,75,1,0,36,97,1,0,0,0,1,0,235
1.0,1,1,200,35,1,40,2,90,0,1,0,0,1,0,60
1.0,1,1,0,50,1,0,11,89,1,0,0,1,0,0,125
1.0,1,1,0,50,1,15,98,97,1,0,0,0,1,0,80
1.0,2,0,500,150,2,25,136,97,0,1,0,1,0,0,135
1.0,1,1,250,79,1,49,40,94,1,0,0,0,1,0,129
1.0,1,1,150,50,1,25,6,97,0,1,0,0,1,0,66
1.0,1,2,0,20,1,0,2,100,0,1,0,1,0,0,95
1.0,2,2,250,80,4,25,45,85,0,1,0,1,0,0,115
1.5,1,1,300,80,1,10,3,100,0,1,0,0,1,0,32
1.0,1,0,600,80,1,0,25,98,0,1,0,1,0,0,165
1.0,1,1,500,75,2,0,7,90,0,1,0,1,0,0,175
1.0,1,1,100,25,1,0,58,77,1,0,0,0,1,0,50
1.0,0,1,150,50,2,25,10,98,1,0,0,1,0,0,93
2.0,3,5,500,150,6,50,26,95,0,0,0,1,0,0,175
2.0,2,2,500,50,5,50,3,100,0,1,0,1,0,0,155
2.0,3,3,350,100,6,49,153,87,1,0,0,1,0,0,249
1.0,3,3,400,80,3,0,10,90,0,1,0,1,0,0,290
1.0,2,3,500,0,1,0,6,80,1,0,0,1,0,0,100
1.0,1,1,300,100,1,25,3,100,1,0,0,0,1,0,40
1.0,0,1,150,50,2,25,17,85,1,0,0,1,0,0,97
1.0,1,1,500,20,1,35,12,88,0,1,0,0,1,0,100
1.0,1,1,200,80,2,15,4,100,1,0,0,1,0,0,152
1.0,0,1,250,60,1,0,33,93,1,0,0,1,0,0,150
1.0,2,2,500,120,1,0,176,93,1,0,0,1,0,0,300
2.0,2,5,600,100,5,25,4,95,0,1,0,1,0,0,199
1.0,1,1,200,40,1,30,57,96,0,1,0,0,1,0,75
1.0,1,1,500,0,1,0,7,86,1,0,0,1,0,0,121
1.0,1,1,150,75,2,15,89,91,0,1,0,0,1,0,68
1.0,1,1,1500,60,1,50,91,97,1,0,0,0,1,0,100
1.0,0,1,0,60,1,0,103,87,1,0,0,1,0,0,120
1.0,1,1,650,40,1,20,15,98,0,1,0,0,1,0,126
1.0,1,1,370,74,1,0,13,83,1,0,0,1,0,0,122
1.0,1,1,100,35,1,0,35,95,0,0,1,0,1,0,59
1.5,1,1,150,50,1,0,8,100,1,0,0,0,1,0,240
1.0,1,1,500,0,1,0,8,98,1,0,0,1,0,0,87
1.5,1,1,250,25,1,0,26,95,1,0,0,0,1,0,147
1.0,1,1,200,50,1,18,48,93,0,1,0,0,1,0,64
1.0,1,1,100,40,1,10,3,87,1,0,0,0,1,0,500
1.0,1,0,250,100,4,80,120,92,0,1,0,1,0,0,145
1.0,1,2,1200,125,2,15,10,92,0,1,0,1,0,0,67
1.0,1,1,350,120,2,35,56,92,0,1,0,1,0,0,125
2.0,3,4,1500,150,6,15,23,99,0,1,0,1,0,0,275
1.5,2,4,0,100,4,25,22,94,0,1,0,1,0,0,170
1.0,1,1,0,50,2,25,69,99,0,1,0,0,1,0,70
1.0,1,1,350,100,1,0,66,93,1,0,0,1,0,0,275
1.0,1,2,0,40,2,10,14,96,0,1,0,0,1,0,115
1.0,2,3,200,95,4,20,45,86,0,1,0,1,0,0,155
1.0,1,1,100,20,1,25,17,96,1,0,0,0,1,0,60
1.0,2,3,0,30,1,18,61,89,0,0,0,1,0,0,95
2.0,3,4,1000,100,2,100,13,98,0,1,0,1,0,0,450
2.0,1,1,700,150,1,0,29,96,0,1,0,1,0,0,215
1.0,1,1,100,10,2,10,37,93,0,0,0,0,1,0,75
1.5,1,1,200,50,1,25,22,95,0,1,0,0,1,0,99
1.0,2,2,1000,150,5,50,91,96,0,1,0,1,0,0,300
1.0,1,1,350,0,2,50,145,90,1,0,0,1,0,0,200
1.5,1,1,300,40,1,35,2,80,0,0,1,0,1,0,50
1.0,3,4,0,75,3,20,182,95,0,1,0,1,0,0,120
1.0,3,3,500,100,1,0,82,94,0,1,0,1,0,0,225
1.0,2,2,500,110,4,15,14,99,0,1,0,1,0,0,151
1.0,1,1,150,20,1,0,147,94,1,0,0,0,1,0,85
1.0,2,2,500,90,2,35,119,96,1,0,0,1,0,0,220
1.0,1,1,100,40,2,50,17,100,1,0,0,0,1,0,125
1.0,3,4,150,180,4,40,130,94,0,1,0,1,0,0,330
1.0,2,2,250,100,3,25,177,98,0,1,0,1,0,0,165
1.0,2,3,250,60,1,0,12,95,0,1,0,1,0,0,120
1.0,1,1,100,50,1,15,48,97,0,1,0,0,1,0,55
1.0,0,1,100,35,1,15,117,84,0,1,0,1,0,0,90
1.0,2,2,150,100,3,20,3,100,0,1,0,1,0,0,88
1.0,1,2,200,150,4,20,27,91,0,1,0,0,1,0,105
1.0,1,1,150,50,1,0,15,96,1,0,0,0,1,0,60
1.0,0,2,0,0,2,10,5,100,0,1,0,1,0,0,149
1.5,1,1,200,39,1,0,143,99,1,0,0,0,1,0,80
1.0,1,2,0,60,2,20,165,96,0,1,0,1,0,0,125
1.0,1,1,150,50,1,25,160,91,0,1,0,0,1,0,65
1.0,1,1,100,70,1,20,74,94,0,1,0,0,1,0,89
1.0,1,1,0,100,1,0,25,99,1,0,0,1,0,0,16
1.0,1,1,200,50,1,0,122,95,1,0,0,0,1,0,140
1.0,1,1,500,160,2,80,26,91,0,1,0,1,0,0,90
1.0,0,1,150,150,1,0,51,98,1,0,0,1,0,0,200
2.0,2,2,300,100,1,0,59,99,0,1,0,1,0,0,100
1.0,1,2,500,90,1,25,14,96,0,1,0,1,0,0,68
1.5,1,1,300,80,1,20,13,86,0,1,0,0,1,0,40
1.0,2,2,1000,0,1,0,6,90,1,0,0,1,0,0,400
2.5,3,3,500,100,4,50,21,98,0,1,0,1,0,0,250
1.0,1,1,300,140,1,100,14,91,1,0,0,1,0,0,288
2.0,2,2,0,100,1,0,13,100,1,0,0,1,0,0,425
1.0,1,1,500,75,2,45,165,93,1,0,0,1,0,0,165
2.0,2,2,200,80,2,60,15,97,1,0,0,0,1,0,145
1.0,2,3,0,99,4,25,55,97,0,1,0,1,0,0,169
1.0,1,1,250,95,2,0,127,99,0,1,0,1,0,0,139
1.0,1,2,100,50,2,10,183,89,0,1,0,0,1,0,135
1.0,1,0,0,50,2,25,2,100,1,0,0,0,1,0,90
1.0,1,1,500,125,2,20,8,90,1,0,0,1,0,0,99
1.0,1,1,500,100,2,100,31,98,1,0,0,1,0,0,258
1.5,1,1,0,50,1,20,8,88,0,1,0,1,0,0,121
1.0,0,1,500,70,1,0,32,98,1,0,0,1,0,0,275
1.0,1,1,300,90,1,0,146,98,1,0,0,1,0,0,189
1.0,1,3,200,60,2,25,152,91,0,1,0,1,0,0,99
1.0,1,2,500,104,2,30,120,98,0,1,0,1,0,0,200
1.0,1,2,200,100,2,50,118,97,1,0,0,1,0,0,145
1.0,1,1,0,60,1,50,64,92,1,0,0,0,1,0,91
1.0,1,1,350,35,1,50,52,95,0,1,0,0,1,0,90
1.0,3,4,500,100,4,60,59,94,0,1,0,1,0,0,220
1.0,1,1,100,50,1,10,62,86,0,1,0,0,1,0,100
1.0,1,1,100,25,2,30,147,89,0,0,1,0,1,0,59
1.0,2,3,100,75,4,20,81,85,0,1,0,1,0,0,78
1.0,0,0,200,85,2,25,90,87,0,0,0,1,0,0,75
1.0,1,1,100,30,1,10,87,95,0,1,0,0,1,0,78
1.0,1,1,0,20,1,75,25,87,0,1,0,0,1,0,69
1.5,0,1,250,50,1,10,169,98,0,0,1,1,0,0,99
1.0,1,1,0,65,1,40,10,94,0,0,1,0,1,0,74
1.0,0,1,200,50,2,25,13,94,1,0,0,1,0,0,93
1.0,1,2,1000,150,1,0,13,94,1,0,0,1,0,0,300
1.0,1,1,500,75,1,30,57,98,1,0,0,0,1,0,125
1.0,1,1,0,120,2,50,39,100,0,1,0,1,0,0,150
2.5,1,1,100,100,1,20,1,100,1,0,0,0,1,0,80
1.0,1,2,100,65,3,20,43,95,0,0,1,0,1,0,100
2.0,3,3,1000,150,6,50,31,95,0,1,0,1,0,0,316
1.0,1,2,0,40,2,10,62,95,1,0,0,1,0,0,150
1.0,2,4,500,100,1,0,162,95,0,1,0,1,0,0,200
1.0,1,2,500,100,2,15,11,98,0,0,1,1,0,0,89
1.0,3,3,0,80,4,25,104,96,0,1,0,1,0,0,285
1.0,1,1,0,25,1,0,10,98,0,1,0,0,1,0,70
1.0,2,3,500,130,3,20,3,87,1,0,0,1,0,0,300
1.0,1,1,300,30,1,25,19,91,1,0,0,0,1,0,69
1.5,1,1,0,0,2,0,78,95,0,1,0,1,0,0,120
1.0,1,1,300,30,1,25,21,89,1,0,0,0,1,0,54
1.0,1,1,300,30,1,30,26,91,1,0,0,0,1,0,50
1.0,1,1,300,30,1,0,24,92,1,0,0,0,1,0,51
1.5,1,1,0,8,1,12,114,93,0,0,0,0,1,0,49
1.0,2,2,200,80,1,0,25,94,0,1,0,1,0,0,125
1.0,1,1,350,200,1,0,37,93,1,0,0,1,0,0,95
1.0,1,1,119,20,2,16,122,93,0,1,0,0,1,0,47
2.0,2,2,500,90,2,50,9,100,0,1,0,1,0,0,250
1.0,2,2,300,95,3,0,94,90,1,0,0,1,0,0,290
1.0,1,1,0,30,1,35,83,97,0,1,0,0,1,0,85
1.5,2,3,1000,80,4,30,96,98,0,1,0,1,0,0,240
1.0,1,1,150,35,1,17,37,95,0,0,1,0,1,0,48
1.5,1,1,0,20,1,0,8,94,0,1,0,0,1,0,58
1.0,2,3,150,45,4,25,9,98,1,0,0,1,0,0,400
1.0,1,1,0,6,1,0,80,96,0,0,0,0,1,0,47
1.0,1,1,0,90,1,25,25,93,1,0,0,0,1,0,99
1.0,0,1,0,80,2,25,44,96,1,0,0,1,0,0,225
1.0,1,1,100,40,1,25,17,95,0,1,0,0,1,0,60
1.0,1,2,0,30,2,25,123,99,1,0,0,1,0,0,215
1.0,1,1,100,50,2,15,71,85,1,0,0,1,0,0,115
2.5,2,2,250,100,1,0,7,95,0,1,0,1,0,0,375
1.0,1,1,175,10,1,18,152,97,0,0,0,0,1,0,56
1.0,1,3,700,160,4,75,16,85,1,0,0,1,0,0,500
2.0,1,1,100,20,1,30,44,98,0,1,0,0,1,0,50
1.0,0,2,1000,120,2,20,11,90,1,0,0,0,0,0,199
1.0,1,1,450,35,1,0,20,99,0,1,0,1,0,0,149
1.0,1,3,250,85,2,25,179,89,0,1,0,1,0,0,142
2.0,3,3,0,120,6,50,60,89,1,0,0,1,0,0,299
1.0,1,1,250,80,1,0,40,98,0,1,0,1,0,0,110
1.0,1,2,100,75,2,75,55,94,0,1,0,1,0,0,144
1.0,0,1,1000,110,2,0,100,97,1,0,0,1,0,0,174
1.0,2,3,100,130,4,50,19,100,0,1,0,1,0,0,318
1.0,1,1,500,50,2,50,139,93,0,1,0,1,0,0,140
1.0,1,1,0,8,1,0,152,86,1,0,0,0,0,0,85
2.0,2,2,0,180,4,90,9,89,1,0,0,1,0,0,350
1.0,1,3,200,100,2,10,8,98,0,1,0,1,0,0,155
1.0,0,1,1500,100,1,0,12,98,1,0,0,1,0,0,275
1.5,2,4,150,75,4,0,57,96,0,1,0,1,0,0,135
1.0,1,1,200,35,1,0,82,94,0,1,0,0,1,0,38
1.0,0,1,500,0,1,0,4,80,1,0,0,1,0,0,87
1.0,1,1,300,75,1,0,21,93,0,1,0,1,0,0,250
1.0,1,1,0,60,2,33,59,94,0,1,0,0,1,0,65
1.0,1,2,100,75,1,0,47,91,1,0,0,1,0,0,159
1.0,1,1,250,80,1,0,50,96,1,0,0,1,0,0,249
1.0,2,3,200,95,4,20,57,88,0,1,0,1,0,0,151
1.0,1,1,115,40,2,35,72,96,0,1,0,0,1,0,79
2.0,2,2,500,150,4,100,76,98,1,0,0,1,0,0,600
1.0,2,3,500,100,3,50,93,96,1,0,0,1,0,0,273
1.0,1,1,0,0,2,0,75,98,0,1,0,0,1,0,85
1.0,1,1,150,50,2,25,39,92,0,1,0,1,0,0,85
1.5,1,1,700,100,2,50,7,93,0,1,0,1,0,0,250
1.0,1,1,1000,20,2,50,40,96,0,1,0,1,0,0,113
1.0,2,2,500,60,2,10,180,97,0,1,0,1,0,0,200
1.0,0,0,1000,200,1,0,19,98,0,1,0,1,0,0,500
1.0,1,2,500,100,1,0,19,99,0,1,0,1,0,0,200
1.0,3,3,200,80,5,30,9,98,0,1,0,1,0,0,140
1.0,1,1,250,150,2,25,8,85,1,0,0,1,0,0,70
1.0,1,1,0,0,1,19,70,96,1,0,0,1,0,0,365
1.0,1,2,1000,80,2,50,9,95,1,0,0,1,0,0,175
1.0,0,2,800,60,2,0,60,96,1,0,0,1,0,0,220
1.0,1,1,150,30,1,15,3,93,1,0,0,0,1,0,80
2.0,1,1,0,50,1,20,10,94,0,1,0,0,1,0,45
1.0,1,1,100,90,3,0,53,89,1,0,0,1,0,0,100
1.0,1,2,1000,100,2,30,25,96,0,1,0,1,0,0,100
1.0,1,2,200,100,4,25,30,99,1,0,0,1,0,0,230
1.0,1,3,500,65,4,20,69,96,0,1,0,1,0,0,120
1.0,1,2,95,50,2,20,163,86,0,1,0,1,0,0,120
1.0,0,1,500,75,2,25,17,86,0,1,0,1,0,0,129
1.0,2,3,300,125,5,35,187,97,0,1,0,1,0,0,275
2.0,3,3,0,80,4,50,155,93,0,1,0,1,0,0,130
1.0,1,1,0,70,1,0,15,100,0,1,0,1,0,0,97
1.0,1,1,100,50,1,0,52,90,0,1,0,1,0,0,123
1.0,0,1,250,60,1,0,122,93,1,0,0,1,0,0,120
1.0,1,1,0,29,1,12,28,91,1,0,0,0,1,0,59
1.0,1,1,400,40,1,20,150,97,1,0,0,0,1,0,150
1.0,1,1,100,35,1,25,13,89,1,0,0,0,1,0,65
1.0,1,1,100,50,2,15,107,93,0,1,0,1,0,0,80
1.0,1,1,400,60,1,10,2,90,1,0,0,0,1,0,75
2.0,2,5,200,50,1,0,8,100,0,1,0,1,0,0,192
2.0,1,1,500,30,1,25,15,91,0,1,0,0,1,0,50
1.5,1,1,150,40,1,20,50,100,0,1,0,0,1,0,85
1.0,1,1,100,25,2,30,179,88,0,0,1,0,1,0,59
1.0,1,1,1500,125,2,25,11,89,1,0,0,1,0,0,104
1.0,1,3,400,65,1,10,9,91,0,0,1,1,0,0,95
1.0,1,0,1000,20,1,25,30,97,0,0,1,1,0,0,125
1.0,1,3,300,60,1,10,11,98,0,0,1,1,0,0,95
1.0,1,2,200,125,2,50,126,88,0,1,0,1,0,0,150
1.0,0,1,150,50,2,25,13,78,1,0,0,1,0,0,93
1.0,2,3,250,120,1,0,26,96,0,1,0,1,0,0,175
1.0,1,1,0,30,1,20,29,86,0,1,0,1,0,0,60
2.0,1,1,0,45,1,45,57,88,0,1,0,0,1,0,69
1.0,1,1,500,50,1,20,31,99,0,0,1,0,1,0,100
1.0,2,3,1000,150,1,0,15,94,1,0,0,1,0,0,160
1.0,1,1,500,0,1,0,3,93,1,0,0,1,0,0,115
1.0,1,2,500,0,1,0,10,92,1,0,0,1,0,0,110
1.0,0,1,95,35,1,0,100,95,0,1,0,1,0,0,81
1.5,1,1,0,10,1,20,177,94,1,0,0,0,1,0,69
1.0,0,2,1000,175,1,0,2,100,1,0,0,1,0,0,175
1.0,1,0,1000,75,3,25,51,96,1,0,0,1,0,0,191
1.0,1,1,0,40,1,0,71,94,1,0,0,0,1,0,95
1.0,1,3,100,50,4,0,142,99,0,1,0,1,0,0,170
1.0,1,1,0,35,1,0,19,94,0,1,0,0,1,0,50
1.0,1,1,150,35,1,30,146,94,0,1,0,0,1,0,77
1.0,0,1,0,100,2,15,16,99,0,1,0,1,0,0,120
1.0,1,2,200,25,1,50,115,97,0,0,1,0,1,0,75
1.0,1,1,150,45,1,20,22,95,0,1,0,0,1,0,55
1.0,0,1,0,50,1,0,50,100,0,1,0,1,0,0,100
1.0,1,2,300,80,4,25,121,92,0,1,0,1,0,0,95
1.0,1,2,350,125,1,0,26,96,1,0,0,1,0,0,200
1.0,1,1,500,75,1,0,10,98,0,1,0,1,0,0,99
2.0,1,1,500,100,2,50,118,95,0,1,0,1,0,0,375
1.0,1,2,250,10,2,25,145,95,0,1,0,1,0,0,75
1.0,1,1,500,100,2,15,78,95,1,0,0,1,0,0,180
2.0,1,1,300,30,1,30,48,87,1,0,0,0,1,0,73
2.0,1,1,300,30,1,30,61,90,1,0,0,0,1,0,87
2.0,1,1,300,30,1,30,64,88,1,0,0,0,1,0,74
1.0,1,2,300,125,1,0,51,96,1,0,0,1,0,0,199
1.0,2,3,1000,150,1,0,7,84,1,0,0,1,0,0,195
1.0,1,2,100,80,2,15,130,91,0,1,0,1,0,0,175
1.0,1,1,400,75,2,15,35,99,1,0,0,1,0,0,95
1.0,1,3,300,60,1,15,74,91,0,0,1,1,0,0,100
1.0,0,1,250,60,1,0,2,100,0,1,0,1,0,0,85
1.0,1,1,0,20,1,35,8,91,0,1,0,0,1,0,45
1.0,1,1,100,50,1,10,15,97,0,1,0,0,1,0,68
1.0,2,5,500,200,1,0,10,84,1,0,0,1,0,0,136
1.0,1,1,0,55,1,0,135,99,1,0,0,0,1,0,125
2.0,1,1,300,30,1,30,56,93,1,0,0,0,1,0,82
1.5,1,2,250,150,3,30,109,97,0,1,0,1,0,0,117
2.0,1,1,300,30,1,30,56,92,1,0,0,0,1,0,71
2.0,2,0,600,50,1,0,10,98,1,0,0,1,0,0,390
1.5,1,1,200,40,2,30,93,96,0,0,0,0,1,0,58
1.0,1,1,500,0,1,0,10,94,1,0,0,1,0,0,95
1.0,2,5,550,120,3,15,75,98,0,1,0,1,0,0,180
1.0,1,1,100,0,1,0,184,94,1,0,0,0,1,0,69
1.0,1,2,200,100,2,15,87,97,0,1,0,1,0,0,117
1.0,1,1,150,75,2,50,50,96,0,1,0,1,0,0,134
1.0,1,1,0,25,1,40,9,83,0,1,0,0,1,0,45
1.0,1,1,450,115,2,25,3,93,1,0,0,1,0,0,200
1.0,1,1,100,50,1,0,55,97,1,0,0,0,1,0,90
1.0,2,4,500,100,4,0,119,94,0,0,1,1,0,0,170
1.0,1,1,95,25,1,30,63,93,0,0,0,0,1,0,40
1.0,2,3,200,80,2,25,180,98,0,1,0,1,0,0,165
1.0,1,1,250,90,1,15,22,97,0,1,0,1,0,0,120
2.5,1,1,0,50,1,10,9,100,0,1,0,0,1,0,30
1.0,1,2,150,75,1,0,142,93,0,1,0,1,0,0,130
